,TEAM,CONF,Power Conference,G,W,ADJEM,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOM,TOR,RBM,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,POSTSEASON,Year
105,Charlotte,Amer,0,30,19,6.799999999999997,108.6,101.8,0.6783,50.8,48.5,-0.3000000000000007,15.5,-2.8999999999999986,15.2,26.1,29.0,35.2,31.5,53.2,49.5,31.3,31.1,62.4,-5.0,,,2024
106,Arkansas,SEC,1,33,16,6.799999999999997,109.5,102.7,0.6777,50.5,50.4,-1.200000000000001,16.3,-4.600000000000001,15.1,25.2,29.8,45.3,39.0,51.8,50.1,31.8,33.9,70.6,-4.8,,,2024
107,Northern Iowa,MVC,0,32,19,6.400000000000006,108.7,102.3,0.6677,51.6,52.2,1.3000000000000007,15.2,1.3999999999999986,16.5,23.9,22.5,37.4,30.5,51.9,52.0,34.1,35.0,66.5,-5.0,,,2024
108,UAB,Amer,0,33,23,6.400000000000006,112.7,106.3,0.6634,50.1,51.0,-0.5999999999999979,16.7,4.299999999999997,16.1,35.3,31.0,40.5,31.4,50.4,50.2,33.1,35.0,67.7,-2.7,12.0,R64,2024
109,Vermont,AE,0,32,28,5.799999999999997,104.5,98.7,0.6593,51.8,46.7,1.299999999999999,13.8,-0.9000000000000021,15.1,22.4,23.3,29.7,25.9,53.1,46.4,33.5,31.5,63.3,-1.2,13.0,R64,2024
110,Cornell,Ivy,0,27,22,6.200000000000003,111.4,105.2,0.6573,56.5,51.3,1.3000000000000007,17.2,-3.8000000000000007,18.5,27.2,31.0,28.8,32.6,61.7,52.4,33.9,33.2,71.5,-1.5,,,2024
111,Hofstra,CAA,0,32,20,5.900000000000006,107.9,102.0,0.657,55.4,49.0,2.0,15.7,-6.800000000000001,17.7,22.9,29.7,22.3,29.0,55.5,46.9,36.8,34.6,65.6,-6.4,,,2024
112,Western Carolina,SC,0,29,22,5.799999999999997,107.7,101.9,0.6541,51.7,47.2,-1.3999999999999986,14.7,4.900000000000002,13.3,29.1,24.2,27.7,32.4,49.8,45.5,36.8,33.9,66.8,-5.3,,,2024
113,Michigan,B10,1,32,8,5.599999999999994,110.0,104.4,0.6464,51.1,52.5,-4.900000000000002,18.6,0.3000000000000007,13.7,30.7,30.4,32.0,30.5,49.5,51.7,35.9,36.1,67.4,-9.2,,,2024
114,California,P12,1,32,13,5.099999999999994,107.8,102.7,0.6368,49.2,51.3,-1.5,16.2,1.9000000000000021,14.7,28.6,26.7,29.2,33.1,48.0,50.0,33.8,35.7,68.4,-7.5,,,2024
115,Southern Illinois,MVC,0,31,19,5.099999999999994,108.5,103.4,0.6364,52.5,50.1,-0.6000000000000014,16.8,0.5,16.2,26.1,25.6,35.9,36.5,53.4,52.1,34.3,30.4,64.2,-6.3,,,2024
116,UT Arlington,WAC,0,32,20,5.1000000000000085,108.2,103.1,0.636,52.1,49.0,-2.8999999999999986,21.5,3.3999999999999986,18.6,32.8,29.4,39.0,42.0,51.3,47.4,35.4,34.6,70.8,-6.4,,,2024
117,Santa Clara,WCC,0,32,20,5.1000000000000085,108.4,103.3,0.6344,52.3,48.4,-3.799999999999999,18.2,8.0,14.4,34.1,26.1,31.6,33.3,52.6,48.9,34.5,31.7,69.0,-3.8,,,2024
118,Davidson,A10,0,30,15,4.799999999999997,104.7,99.9,0.6331,48.9,49.4,0.8999999999999986,16.3,-1.6999999999999993,17.2,26.1,27.8,33.5,32.8,50.8,49.5,30.7,32.8,65.4,-8.7,,,2024
119,Troy,SB,0,29,20,4.900000000000006,106.7,101.8,0.6307,50.1,49.8,1.1999999999999993,19.6,4.099999999999998,20.8,34.8,30.7,41.3,39.8,48.2,47.7,35.3,35.9,69.6,-7.3,,,2024
120,UNC Wilmington,CAA,0,28,21,4.599999999999994,112.5,107.9,0.6178,51.1,51.7,4.300000000000001,12.8,-0.7000000000000028,17.1,29.9,30.6,32.9,33.1,52.1,50.8,33.0,35.5,65.1,-4.7,,,2024
121,High Point,BSth,0,31,25,4.599999999999994,114.1,109.5,0.6162,52.3,50.2,-2.0999999999999996,16.2,11.600000000000001,14.1,37.1,25.5,44.4,38.2,53.6,49.6,33.7,34.4,68.5,-4.2,,,2024
122,Georgia Tech,ACC,1,32,14,4.1000000000000085,107.9,103.8,0.6095,48.7,49.2,-4.899999999999999,17.7,3.1000000000000014,12.8,31.6,28.5,29.2,31.6,48.6,49.5,32.6,32.6,67.4,-5.7,,,2024
123,West Virginia,B12,1,32,9,4.1000000000000085,108.7,104.6,0.6082,49.6,52.1,-3.3000000000000007,18.3,-3.799999999999997,15.0,26.6,30.4,37.1,28.1,47.8,51.9,34.9,34.9,68.3,-9.5,,,2024
124,UC San Diego,BW,0,30,21,4.1000000000000085,110.7,106.6,0.6082,52.1,50.3,2.6999999999999993,14.3,-0.3999999999999986,17.0,27.5,27.9,32.5,29.4,52.3,50.2,34.5,33.7,65.3,-6.2,,,2024
125,Arizona St.,P12,1,32,14,3.799999999999997,103.1,99.3,0.6075,47.3,51.7,4.599999999999998,14.8,-7.899999999999999,19.4,21.8,29.7,33.1,31.2,48.6,52.2,30.1,34.0,69.0,-5.6,,,2024
126,Notre Dame,ACC,1,33,13,3.700000000000003,101.9,98.2,0.6052,47.6,48.2,-3.900000000000002,19.1,1.6999999999999993,15.2,28.4,26.7,27.9,27.4,47.5,47.8,31.8,32.5,64.2,-7.8,,,2024
127,Drexel,CAA,0,31,20,3.799999999999997,107.0,103.2,0.6028,50.6,47.8,-3.4000000000000004,16.5,9.100000000000001,13.1,33.6,24.5,30.0,26.7,50.3,48.2,34.1,31.4,64.5,-6.5,,,2024
128,Seattle,WAC,0,32,19,3.6000000000000085,103.7,100.1,0.6022,50.7,46.4,-1.1999999999999993,18.5,3.299999999999997,17.3,29.4,26.1,34.2,37.2,50.1,47.4,34.3,29.7,66.7,-8.4,,,2024
129,Sam Houston St.,CUSA,0,31,21,3.5999999999999943,105.5,101.9,0.5965,48.6,49.8,0.1999999999999993,18.8,5.0,19.0,32.0,27.0,34.7,37.0,46.5,50.5,35.1,32.5,67.7,-5.7,,,2024
130,Akron,MAC,0,32,24,3.4000000000000057,105.0,101.6,0.5953,52.0,48.6,-0.5999999999999979,17.2,3.8999999999999986,16.6,29.5,25.6,33.6,29.0,54.8,50.7,32.0,30.0,65.7,-4.5,14.0,R64,2024
131,Western Kentucky,CUSA,0,30,22,3.4000000000000057,105.2,101.8,0.5938,51.9,48.3,0.3000000000000007,18.3,1.8000000000000007,18.6,28.5,26.7,32.9,33.4,52.1,48.3,34.4,32.2,75.1,-6.6,15.0,R64,2024
132,Morehead St.,OVC,0,30,26,3.299999999999997,106.7,103.4,0.5889,54.4,45.7,-3.0,18.5,5.600000000000001,15.5,32.0,26.4,31.3,32.7,55.6,45.4,35.3,31.1,64.3,-3.4,14.0,R64,2024
133,Wichita St.,Amer,0,33,15,3.200000000000003,104.7,101.5,0.5887,49.8,48.5,-3.0,17.8,3.1000000000000014,14.8,31.8,28.7,26.4,28.3,49.9,48.1,33.0,32.7,68.1,-11.1,,,2024
134,Missouri,SEC,1,32,8,3.200000000000003,108.0,104.8,0.5862,50.2,51.4,1.8999999999999986,16.8,-8.999999999999996,18.7,26.8,35.8,31.7,42.5,51.8,51.2,31.9,34.4,66.6,-11.3,,,2024
135,Arkansas St.,SB,0,34,18,3.3999999999999915,112.8,109.4,0.5859,51.7,50.4,-2.0999999999999996,16.2,5.199999999999999,14.1,33.9,28.7,32.7,35.7,51.3,49.4,34.9,35.4,68.0,-8.8,,,2024
136,Oakland,Horz,0,34,23,3.200000000000003,107.8,104.6,0.5853,52.1,50.6,0.10000000000000142,16.2,2.0,16.3,30.6,28.6,30.9,26.8,51.8,50.5,35.1,33.9,66.8,-4.2,14.0,R32,2024
137,South Dakota St.,Sum,0,31,22,3.1999999999999886,107.6,104.4,0.5836,55.3,50.8,0.10000000000000142,16.4,-0.9000000000000021,16.5,24.4,25.3,30.4,27.4,55.9,49.0,36.2,35.2,67.9,-7.4,15.0,R64,2024
138,Youngstown St.,Horz,0,28,22,2.3999999999999915,106.6,104.2,0.5666,50.4,49.0,1.0,15.5,5.199999999999999,16.5,33.9,28.7,29.3,30.7,52.2,47.9,31.9,34.0,68.8,-6.0,,,2024
139,Louisiana Lafayette,SB,0,31,19,2.3000000000000114,104.9,102.6,0.5647,50.7,49.9,3.8000000000000007,16.8,-2.099999999999998,20.6,30.8,32.9,28.6,40.1,51.7,53.7,32.6,27.9,68.5,-8.5,,,2024
140,UNC Greensboro,SC,0,30,21,2.299999999999997,108.7,106.4,0.5633,53.2,49.5,1.3999999999999986,16.3,-1.1999999999999993,17.7,29.3,30.5,27.3,35.8,49.2,48.0,38.9,34.3,64.7,-5.6,,,2024
141,Towson,CAA,0,33,20,2.0,102.3,100.3,0.5567,47.3,48.3,-2.3000000000000007,19.2,12.599999999999998,16.9,39.8,27.2,34.7,31.7,46.4,47.4,32.8,33.3,62.1,-7.3,,,2024
142,St. Thomas,Sum,0,30,20,2.0999999999999943,106.8,104.7,0.5555,54.4,52.0,3.6999999999999993,14.8,-1.5,18.5,24.0,25.5,29.4,29.0,55.0,52.8,35.7,33.8,62.9,-9.1,,,2024
143,Toledo,MAC,0,32,20,2.1000000000000085,111.4,109.3,0.5535,53.3,54.5,3.4000000000000004,15.1,0.5,18.5,29.0,28.5,35.4,26.3,52.0,56.4,37.7,34.2,69.2,-6.3,,,2024
144,Ohio,MAC,0,32,20,2.0,107.7,105.7,0.5522,52.2,49.2,5.1,14.1,-3.8999999999999986,19.2,28.0,31.9,32.1,34.7,51.9,48.4,35.1,33.8,67.3,-9.1,,,2024
145,Tarleton St.,WAC,0,29,23,1.9000000000000057,107.5,105.6,0.5508,49.7,50.5,3.200000000000003,16.9,-3.3000000000000043,20.1,30.4,33.7,30.6,35.8,49.5,50.5,33.4,33.6,66.3,-3.0,,,2024
146,Missouri St.,MVC,0,33,17,1.8999999999999915,103.8,101.9,0.5507,49.7,48.0,-4.200000000000001,17.3,4.400000000000002,13.1,29.1,24.7,31.5,24.9,51.2,47.0,31.4,33.0,67.8,-7.9,,,2024
147,Tulane,Amer,0,30,14,1.8999999999999915,109.1,107.2,0.5485,54.1,51.1,2.200000000000001,15.1,-12.200000000000003,17.3,20.5,32.7,45.5,32.7,54.5,50.2,35.5,34.9,72.8,-9.4,,,2024
148,Liberty,CUSA,0,29,18,1.8000000000000114,107.9,106.1,0.5481,54.3,50.8,0.8000000000000007,16.2,-1.0,17.0,24.5,25.5,26.7,30.3,55.0,51.9,35.7,32.3,64.4,-8.2,,,2024
149,Wright St.,Horz,0,30,18,1.7000000000000028,115.2,113.5,0.5435,58.5,55.3,-0.1999999999999993,16.5,0.7999999999999972,16.3,28.9,28.1,33.6,30.0,58.8,55.0,38.4,37.1,71.4,-9.3,,,2024
150,Oregon St.,P12,1,31,13,1.5,106.0,104.5,0.5417,49.8,51.3,-1.5,18.3,-4.900000000000002,16.8,26.2,31.1,35.6,35.9,49.9,52.3,33.1,33.2,65.1,-7.7,,,2024
151,Murray St.,MVC,0,31,12,1.4000000000000057,107.0,105.6,0.5394,50.0,54.5,3.4999999999999982,14.4,1.0,17.9,26.5,25.5,29.6,27.7,51.3,53.8,31.6,37.0,64.4,-12.3,,,2024
152,Wyoming,MWC,0,30,15,1.3999999999999915,107.8,106.4,0.5371,50.9,52.8,-2.5999999999999996,18.5,-0.5,15.9,28.6,29.1,38.0,27.8,49.0,53.7,36.1,34.4,67.1,-7.3,,,2024
153,Furman,SC,0,30,17,1.2000000000000028,108.5,107.3,0.5328,52.1,52.9,0.29999999999999893,15.9,2.799999999999997,16.2,29.4,26.6,31.0,28.5,54.3,53.9,33.2,34.1,68.8,-10.2,,,2024
154,Chattanooga,SC,0,31,21,1.2000000000000028,109.5,108.3,0.5326,54.8,49.9,-2.6000000000000014,17.1,-1.6000000000000014,14.5,27.2,28.8,30.9,27.3,56.1,47.9,35.7,35.1,66.8,-6.9,,,2024
155,Montana,BSky,0,31,23,1.2000000000000028,110.9,109.7,0.5306,54.6,51.1,-0.40000000000000036,14.6,-0.6000000000000014,14.2,25.2,25.8,29.5,35.0,55.1,50.3,35.8,35.2,66.1,-5.8,,,2024
156,Delaware,CAA,0,32,19,0.7000000000000028,104.3,103.6,0.5186,51.9,48.7,-0.9000000000000004,16.0,-0.3999999999999986,15.1,27.5,27.9,30.9,27.1,53.2,49.7,33.0,31.3,67.3,-9.1,,,2024
157,UC Davis,BW,0,31,20,0.5,102.0,101.5,0.5153,50.2,49.1,1.5999999999999979,19.3,-2.0,20.9,28.6,30.6,38.2,38.4,50.8,49.1,32.9,32.7,67.1,-8.3,,,2024
158,Colgate,Pat,0,33,25,0.5,102.3,101.8,0.5128,53.4,47.2,-0.1999999999999993,16.3,0.5,16.1,25.0,24.5,27.6,24.5,53.3,48.7,35.7,29.9,66.2,-4.1,14.0,R64,2024
159,Quinnipiac,MAAC,0,32,24,0.3999999999999915,105.6,105.2,0.5118,50.6,48.8,0.7000000000000028,16.9,3.1999999999999993,17.6,31.5,28.3,30.6,29.5,49.8,47.5,34.7,34.0,71.1,-5.3,,,2024
160,UTEP,CUSA,0,31,18,0.30000000000001137,97.9,97.6,0.5085,48.1,51.5,4.699999999999999,21.2,-2.0,25.9,29.0,31.0,42.8,46.3,48.8,53.2,31.0,32.1,69.5,-10.6,,,2024
161,Stony Brook,CAA,0,34,20,0.29999999999999716,106.0,105.7,0.5085,50.3,50.0,0.09999999999999964,15.1,-2.6999999999999993,15.2,26.6,29.3,29.2,27.4,48.6,48.4,35.5,34.8,67.3,-7.8,,,2024
162,Weber St.,BSky,0,29,20,0.29999999999999716,107.2,106.9,0.5082,53.1,54.4,3.599999999999998,14.8,0.10000000000000142,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,65.4,-7.1,,,2024
163,Eastern Washington,BSky,0,30,21,0.09999999999999432,110.5,110.4,0.5025,57.2,52.8,-2.6999999999999993,19.0,-0.7000000000000028,16.3,26.4,27.1,39.6,33.5,58.7,51.0,36.8,36.9,70.4,-4.7,,,2024
164,Winthrop,BSth,0,29,17,0.0,106.0,106.0,0.5009,51.9,49.5,-0.5,18.7,-2.5,18.2,30.4,32.9,50.0,34.3,52.8,50.6,33.7,32.0,66.9,-9.4,,,2024
165,East Carolina,Amer,0,32,15,-0.20000000000000284,104.7,104.9,0.4929,47.6,51.3,2.3999999999999986,16.3,1.7000000000000028,18.7,32.7,31.0,34.0,32.7,48.1,52.5,31.2,33.1,64.8,-10.8,,,2024
166,UMass Lowell,AE,0,29,22,-0.5,104.9,105.4,0.4866,50.4,47.3,-2.6999999999999993,18.2,5.200000000000003,15.5,32.1,26.9,40.1,26.9,51.3,49.1,32.3,29.2,69.7,-6.0,,,2024
167,UNC Asheville,BSth,0,31,22,-0.5999999999999943,106.0,106.6,0.4851,52.1,50.1,-0.20000000000000284,17.1,-4.099999999999998,16.9,27.3,31.4,40.8,34.3,50.5,50.6,36.4,32.9,68.1,-6.7,,,2024
168,Bryant,AE,0,31,20,-0.5999999999999943,100.0,100.6,0.4819,50.7,45.4,0.8999999999999986,15.8,-9.8,16.7,20.4,30.2,29.9,33.8,51.7,45.0,32.7,30.8,74.1,-7.2,,,2024
169,Longwood,BSth,0,31,21,-0.7999999999999972,104.0,104.8,0.4768,49.4,51.3,1.6000000000000014,18.0,11.200000000000003,19.6,36.7,25.5,39.5,36.1,48.6,50.9,34.2,34.6,66.8,-8.6,16.0,R64,2024
170,Kent St.,MAC,0,32,17,-0.7999999999999972,105.0,105.8,0.4763,50.7,51.3,1.3000000000000007,17.2,2.3000000000000007,18.5,31.0,28.7,31.9,34.9,48.5,52.6,36.0,33.0,66.6,-11.5,,,2024
171,Texas A&M Corpus Chris,Slnd,0,28,21,-0.9000000000000057,100.0,100.9,0.474,46.8,47.6,2.0,17.8,8.5,19.8,33.6,25.1,35.9,47.9,47.4,48.2,30.4,31.0,68.7,-6.4,,,2024
172,Hawaii,BW,0,32,20,-1.0,104.0,105.0,0.4727,52.6,48.5,-2.900000000000002,18.6,0.5,15.7,25.8,25.3,39.0,33.6,53.8,49.3,34.0,30.8,65.9,-9.2,,,2024
173,Little Rock,OVC,0,33,21,-1.0,105.7,106.7,0.4725,52.5,48.0,0.5999999999999979,17.3,1.8000000000000007,17.9,32.1,30.3,33.5,35.2,53.1,48.0,34.1,32.0,68.8,-9.6,,,2024
174,La Salle,A10,0,32,16,-1.0,105.6,106.6,0.4721,49.2,50.7,1.200000000000001,14.2,-3.8000000000000007,15.4,27.0,30.8,24.8,33.3,47.6,49.3,34.5,35.8,66.6,-9.6,,,2024
175,Saint Louis,A10,0,32,13,-1.0999999999999943,111.2,112.3,0.4717,51.5,54.3,-2.6000000000000014,16.8,-2.3999999999999986,14.2,26.1,28.5,36.3,35.3,49.6,53.9,36.4,36.6,69.4,-10.8,,,2024
176,Fort Wayne,Horz,0,31,21,-1.0,103.1,104.1,0.4709,53.8,51.5,7.5,14.5,-7.199999999999999,22.0,22.8,30.0,31.0,32.6,53.4,52.8,36.3,32.8,70.6,-7.9,,,2024
177,Georgetown,BE,1,32,9,-1.1999999999999886,109.4,110.6,0.4663,48.6,55.7,-1.5,17.9,2.6999999999999993,16.4,33.4,30.7,33.9,33.6,46.3,57.4,34.6,35.3,66.6,-10.4,,,2024
178,Brown,Ivy,0,30,13,-1.3000000000000114,104.1,105.4,0.4655,49.7,51.2,-1.5,18.3,4.599999999999998,16.8,31.9,27.3,33.0,32.1,49.2,52.2,33.7,33.1,67.2,-11.7,,,2024
179,Illinois Chicago,MVC,0,32,12,-1.2999999999999972,100.4,101.7,0.4622,50.6,48.9,-0.3000000000000007,17.7,-5.5,17.4,22.9,28.4,26.0,35.9,48.4,49.2,36.0,32.2,68.1,-13.3,,,2024
180,Utah Valley,WAC,0,30,16,-1.4000000000000057,98.1,99.5,0.4584,47.1,48.0,0.0,18.1,1.3000000000000007,18.1,28.5,27.2,35.4,36.0,48.9,47.6,28.5,32.6,67.6,-9.8,,,2024
181,Loyola Marymount,WCC,0,30,12,-1.5999999999999943,107.9,109.5,0.4573,51.6,50.4,-3.9000000000000004,16.3,2.299999999999997,12.4,29.4,27.1,28.8,28.3,49.2,49.8,36.8,34.3,64.8,-11.8,,,2024
182,Fordham,A10,0,33,13,-1.5,100.5,102.0,0.4559,46.7,50.4,1.5,18.2,5.100000000000001,19.7,32.5,27.4,35.1,45.2,46.2,48.9,31.5,35.9,68.8,-12.4,,,2024
183,East Tennessee St.,SC,0,33,19,-1.7999999999999972,101.8,103.6,0.4482,46.9,50.9,0.6999999999999993,18.1,5.700000000000003,18.8,35.1,29.4,33.9,36.7,47.1,51.2,31.2,33.7,66.9,-9.7,,,2024
184,Rice,Amer,0,31,11,-2.0999999999999943,107.0,109.1,0.4457,50.5,52.6,-2.5,17.3,-1.0,14.8,28.5,29.5,29.9,27.4,50.9,50.0,33.2,37.9,65.8,-12.9,,,2024
185,Fairfield,MAAC,0,33,22,-2.1000000000000085,107.3,109.4,0.4446,51.8,52.3,4.899999999999999,15.5,-2.099999999999998,20.4,28.6,30.7,28.6,26.2,49.9,53.0,36.4,34.0,68.3,-8.0,,,2024
186,Temple,Amer,0,35,16,-2.0,101.9,103.9,0.4444,46.0,50.4,2.9000000000000004,14.1,-1.5,17.0,28.2,29.7,32.1,36.0,44.9,51.3,31.7,32.6,66.8,-11.7,,,2024
187,Vanderbilt,SEC,1,32,9,-2.1000000000000085,104.1,106.2,0.4437,45.4,53.0,0.5999999999999996,15.3,-1.1000000000000014,15.9,28.2,29.3,35.2,29.5,47.4,51.0,28.3,37.4,65.6,-10.5,,,2024
188,Pepperdine,WCC,0,31,13,-2.299999999999997,106.0,108.3,0.438,50.8,54.7,0.5,16.4,2.6000000000000014,16.9,28.5,25.9,32.6,33.9,49.5,53.4,35.6,38.4,67.5,-12.1,,,2024
189,Stephen F. Austin,WAC,0,31,18,-2.299999999999997,100.0,102.3,0.4345,49.4,49.6,1.0,21.9,2.8999999999999986,22.9,33.3,30.4,42.2,47.4,49.2,46.0,33.2,37.1,69.3,-9.6,,,2024
190,Long Beach St.,BW,0,33,21,-2.5999999999999943,105.4,108.0,0.4313,48.9,51.2,1.3999999999999986,17.1,3.6999999999999957,18.5,33.3,29.6,38.1,32.6,49.7,50.0,31.3,35.1,71.4,-8.0,15.0,R64,2024
191,Gardner Webb,BSth,0,30,17,-2.5,102.1,104.6,0.4305,49.1,50.3,-0.10000000000000142,16.1,1.1999999999999993,16.0,27.9,26.7,35.9,39.4,47.4,50.0,34.8,34.0,69.4,-10.1,,,2024
192,UMKC,Sum,0,29,16,-2.5,100.6,103.1,0.4299,49.4,51.1,-0.5999999999999979,17.9,6.0,17.3,31.3,25.3,29.3,45.1,48.9,52.7,33.4,32.4,66.4,-11.0,,,2024
193,Louisville,ACC,1,32,8,-2.700000000000003,104.2,106.9,0.427,48.4,54.6,-1.9000000000000021,18.1,0.6000000000000014,16.2,28.1,27.5,38.8,33.8,49.4,53.8,30.6,37.2,69.5,-12.5,,,2024
194,Illinois St.,MVC,0,31,15,-2.700000000000003,101.8,104.5,0.4249,47.7,50.9,-0.7000000000000028,17.1,2.8999999999999986,16.4,28.9,26.0,36.1,27.2,50.4,52.3,28.8,32.5,63.7,-10.0,,,2024
195,Rhode Island,A10,0,31,12,-3.0,106.1,109.1,0.4225,51.5,52.6,-5.4,18.5,0.9000000000000021,13.1,29.1,28.2,39.4,30.0,51.1,52.0,34.9,35.7,68.6,-12.0,,,2024
196,Monmouth,CAA,0,33,18,-3.0,104.7,107.7,0.4201,49.4,50.0,2.5,15.3,-1.7000000000000028,17.8,30.5,32.2,29.2,33.3,47.8,49.3,34.8,34.0,67.7,-8.4,,,2024
197,Penn,Ivy,0,27,11,-3.0999999999999943,108.4,111.5,0.4201,51.9,54.0,-2.6999999999999993,16.7,2.5,14.0,29.1,26.6,27.0,26.7,51.2,53.9,35.3,36.1,65.5,-11.2,,,2024
198,Texas St.,SB,0,33,17,-2.799999999999997,98.9,101.7,0.42,47.1,49.7,-1.2999999999999972,19.9,1.8000000000000007,18.6,31.2,29.4,37.8,38.3,47.1,50.6,31.4,32.1,66.3,-10.3,,,2024
199,Eastern Kentucky,ASun,0,28,17,-3.1000000000000085,106.8,109.9,0.4197,50.6,49.8,-2.200000000000001,16.1,2.1000000000000014,13.9,33.1,31.0,32.0,29.5,48.8,45.6,36.1,38.7,68.4,-9.4,,,2024
200,Montana St.,BSky,0,31,17,-2.8999999999999915,102.9,105.8,0.4193,53.9,52.3,1.8000000000000007,16.8,-7.900000000000002,18.6,20.7,28.6,30.7,37.0,53.4,54.1,36.4,32.6,68.5,-12.6,16.0,R68,2024
201,Northern Kentucky,Horz,0,31,18,-2.9000000000000057,101.6,104.5,0.4186,50.6,51.3,2.8000000000000007,17.3,-3.200000000000003,20.1,29.4,32.6,35.1,28.8,52.2,54.5,31.6,31.2,67.9,-9.5,,,2024
202,Columbia,Ivy,0,24,13,-3.1999999999999886,106.4,109.6,0.4158,52.5,52.8,-0.8000000000000007,17.8,-0.7000000000000028,17.0,27.9,28.6,29.3,28.5,50.2,54.1,37.4,33.9,68.5,-9.9,,,2024
203,George Washington,A10,0,31,15,-3.3000000000000114,106.1,109.4,0.4133,51.5,49.8,-3.200000000000001,17.1,-3.3000000000000007,13.9,25.9,29.2,34.2,22.8,49.9,48.3,35.8,34.7,70.0,-10.0,,,2024
204,Tulsa,Amer,0,30,16,-3.1999999999999886,101.4,104.6,0.4103,50.3,49.7,-0.09999999999999787,18.2,-6.0,18.1,24.4,30.4,40.6,35.1,51.7,50.0,32.1,32.7,70.4,-9.2,,,2024
205,Northern Colorado,BSky,0,30,19,-3.5,107.9,111.4,0.4074,55.7,53.1,-0.1999999999999993,15.7,-1.3999999999999986,15.5,24.0,25.4,28.1,29.4,56.7,52.7,36.0,35.8,69.9,-9.0,,,2024
206,Cleveland St.,Horz,0,33,20,-3.6000000000000085,106.3,109.9,0.4068,49.9,51.5,4.5,15.0,-1.0,19.5,34.2,35.2,31.4,38.4,49.7,55.1,33.5,30.5,67.3,-8.7,,,2024
207,Saint Peter's,MAAC,0,31,19,-3.4000000000000057,96.8,100.2,0.4038,45.0,46.6,0.6999999999999993,19.6,5.700000000000003,20.3,35.1,29.4,38.1,42.3,42.4,46.4,33.9,31.5,64.0,-8.8,15.0,R64,2024
208,Radford,BSth,0,31,16,-3.9000000000000057,107.1,111.0,0.4005,50.8,50.9,-0.3999999999999986,16.2,-3.3000000000000007,15.8,30.7,34.0,28.0,31.7,49.4,52.4,35.7,32.4,63.5,-11.1,,,2024
209,Jacksonville St.,CUSA,0,29,14,-3.8000000000000114,101.1,104.9,0.3972,48.2,50.5,-2.1000000000000014,20.3,8.499999999999996,18.2,33.8,25.3,37.2,34.9,48.3,49.4,32.2,34.9,64.6,-13.0,,,2024
210,Northeastern,CAA,0,32,12,-4.0,105.0,109.0,0.395,51.2,53.8,-1.8999999999999986,18.9,4.100000000000001,17.0,31.8,27.7,29.8,28.3,53.3,52.3,31.8,37.5,65.7,-14.1,,,2024
211,Harvard,Ivy,0,26,14,-3.9000000000000057,101.0,104.9,0.3932,50.2,50.1,-1.8000000000000007,17.8,-4.800000000000001,16.0,26.5,31.3,35.7,25.8,49.9,49.5,33.8,33.9,67.5,-7.5,,,2024
212,Mercer,SC,0,30,16,-4.099999999999994,103.4,107.5,0.3911,50.1,51.2,1.2999999999999972,16.6,-0.5,17.9,30.6,31.1,27.6,38.9,48.8,51.2,35.4,34.2,65.9,-11.5,,,2024
213,Abilene Christian,WAC,0,31,15,-3.8999999999999915,100.4,104.3,0.3901,46.8,52.1,3.1999999999999993,17.5,-3.8999999999999986,20.7,26.1,30.0,38.7,40.4,45.3,53.0,34.2,33.3,68.5,-11.3,,,2024
214,Evansville,MVC,0,32,16,-4.1000000000000085,101.3,105.4,0.3885,50.0,52.8,0.5,16.4,-3.8999999999999986,16.9,21.6,25.5,29.0,27.9,49.8,52.0,33.7,35.9,68.6,-9.0,,,2024
215,Marist,MAAC,0,31,18,-3.9000000000000057,96.3,100.2,0.3862,50.8,47.1,2.0,18.4,-3.6999999999999993,20.4,23.1,26.8,29.8,35.0,49.3,46.8,35.6,31.8,64.5,-10.0,,,2024
216,Lipscomb,ASun,0,30,20,-4.599999999999994,109.2,113.8,0.3836,56.2,53.5,1.9000000000000021,14.2,-6.100000000000001,16.1,23.2,29.3,27.5,22.8,55.7,52.8,38.1,36.5,69.2,-7.2,,,2024
217,UC Riverside,BW,0,32,16,-4.400000000000006,103.5,107.9,0.3832,46.3,52.3,1.5,14.3,4.5,15.8,29.8,25.3,28.6,34.8,44.6,52.0,32.3,35.3,66.8,-11.7,,,2024
218,Rider,MAAC,0,31,15,-4.400000000000006,102.3,106.7,0.3811,47.7,49.2,-1.8999999999999986,17.9,2.3999999999999986,16.0,31.4,29.0,31.9,36.5,46.6,47.7,33.7,34.4,67.8,-11.0,,,2024
219,San Jose St.,MWC,0,31,9,-4.5,104.7,109.2,0.3811,51.4,54.4,0.3000000000000007,15.6,-7.800000000000001,15.9,22.4,30.2,22.4,35.9,51.5,52.3,34.2,38.9,65.7,-13.8,,,2024
220,North Dakota,Sum,0,29,18,-4.6000000000000085,104.8,109.4,0.3807,50.2,52.4,0.3000000000000007,15.0,4.599999999999998,15.3,30.7,26.1,32.2,29.6,51.5,52.2,32.3,35.2,66.6,-10.0,,,2024
221,South Alabama,SB,0,29,16,-4.400000000000006,103.0,107.4,0.3805,50.9,50.7,0.3999999999999986,16.3,-9.0,16.7,22.8,31.8,31.6,33.9,50.0,52.3,35.1,31.9,68.0,-11.0,,,2024
